stateno,urban,electoral_competition,State,PRI_governor,PRD_governor,LGBT_orgs,year,DV,durat,durat2,durat3,diffusion,past_events,levangelicals,lcatholics,lwealth,lracial_diversity
1,80.2277914,0.3428978,Aguascalientes,0,0,0,2000,0,1,1,1,0,0,0.48605305,4.560621,6.946636,-1.8875129
1,80.41157452,0.3428978,Aguascalientes,0,0,0,2001,0,2,4,8,0,0,0.5912308,4.5580764,6.9401827,-1.7180064
1,80.59535764,0.3428978,Aguascalientes,0,0,0,2002,0,3,9,27,0,0,0.6863915,4.555526,6.938942,-1.5731109
1,80.77914077,0.3428978,Aguascalientes,0,0,0,2003,0,4,16,64,0,0,0.7732782,4.552969,6.9355345,-1.4465777
1,80.96292389,0.3428978,Aguascalientes,0,0,0,2004,0,5,25,125,0,0,0.85321546,4.550405,6.953285,-1.3342716
1,81.14670701,0.37672496,Aguascalientes,0,0,0,2005,0,6,36,216,0,0,0.927233,4.547835,6.9537096,-1.2333144
1,81.07925983,0.37672496,Aguascalientes,0,0,0,2006,0,7,49,343,0,0,0.9961475,4.5452576,7.000232,-1.2763703
1,81.01181264,0.37672496,Aguascalientes,0,0,0,2007,0,8,64,512,0,0,1.0606174,4.542674,7.055356,-1.3213638
1,80.94436546,0.37672496,Aguascalientes,0,0,0,2008,0,9,81,729,0,0,1.1211816,4.540084,7.021629,-1.3684775
1,80.87691827,0.37672496,Aguascalientes,0,0,0,2009,0,10,100,1000,0,0,1.1782862,4.537487,6.9712625,-1.4179211
1,80.80947109,0.37672496,Aguascalientes,0,0,0,2010,0,11,121,1331,0,0,1.2323053,4.534883,7.00193,-1.4699371
1,80.7420239,0.26443487,Aguascalientes,1,0,0,2011,0,12,144,1728,0,0,1.2835553,4.5322723,6.999876,-1.5248079
1,80.67457672,0.26443487,Aguascalientes,1,0,0,2012,0,13,169,2197,1,0,1.3323063,4.529655,7.0262146,-1.5828652
1,80.60712953,0.26443487,Aguascalientes,1,0,0,2013,0,14,196,2744,1,0,1.3787906,4.527031,7.0482955,-1.6445022
1,80.53968235,0.26443487,Aguascalientes,1,0,0,2014,3,15,225,3375,4,0,1.4232098,4.5243998,7.128612,-1.7101891
2,91.58278613,0.29107344,Baja California,0,0,0.40203154,2000,0,1,1,1,0,0,1.8607138,4.3995223,7.053971,0.62811005
2,91.8623254,0.29107344,Baja California,0,0,0.39081013,2001,0,2,4,8,0,0,1.9425797,4.3894,6.988208,0.57835114
2,92.14186467,0.31688553,Baja California,0,0,0.3801981,2002,0,3,9,27,0,0,2.0182478,4.3791747,6.9368143,0.52598596
2,92.42140394,0.31688553,Baja California,0,0,0.37014714,2003,0,4,16,64,0,0,2.088591,4.3688436,7.104633,0.47072643
2,92.70094321,0.31688553,Baja California,0,0,0.36061394,2004,0,5,25,125,0,0,2.1543095,4.358404,7.1212325,0.41223374
2,92.98048247,0.31688553,Baja California,0,0,0.35155946,2005,0,6,36,216,0,0,2.215974,4.347855,7.121703,0.35010594
2,92.84276567,0.31688553,Baja California,0,0,0.34404588,2006,0,7,49,343,0,0,2.274056,4.3371935,7.154636,0.354688
2,92.70504886,0.31688553,Baja California,0,0,0.3368467,2007,0,8,64,512,0,0,2.3289487,4.326417,7.1419625,0.35924914
2,92.56733205,0.28818303,Baja California,0,0,0.32994267,2008,0,9,81,729,0,0,2.3809845,4.315523,7.1113477,0.3637896
2,92.42961524,0.28818303,Baja California,0,0,0.32331595,2009,0,10,100,1000,0,0,2.430446,4.304509,7.0212173,0.3683095
2,92.29189844,0.28818303,Baja California,0,0,0.31695017,2010,0,11,121,1331,0,0,2.4775758,4.2933726,6.989414,0.37280908
2,92.15418163,0.28818303,Baja California,0,0,0.31083024,2011,0,12,144,1728,0,0,2.522584,4.2821107,6.9861317,0.3772885
2,92.01646482,0.28818303,Baja California,0,0,0.30494216,2012,0,13,169,2197,0,0,2.5656533,4.27072,7.0124297,0.38174793
2,91.87874801,0.28818303,Baja California,0,0,0.299273,2013,3,14,196,2744,0,0,2.6069443,4.2591987,6.9954987,0.38618758
2,91.74103121,0.24825001,Baja California,0,0,0.2938108,2014,0,15,225,3375,0,1,2.6465974,4.247543,6.983422,0.39060763
3,81.29756321,0.36227864,Baja California Sur,0,1,0,2000,0,1,1,1,0,0,1.27235,4.4889507,6.919683,0.35799685
3,81.99011726,0.36227864,Baja California Sur,0,1,0,2001,0,2,4,8,0,0,1.373978,4.481843,6.9557137,0.38369754
3,82.68267132,0.36227864,Baja California Sur,0,1,0,2002,0,3,9,27,0,0,1.4662241,4.4746847,6.945058,0.40875423
3,83.37522537,0.36227864,Baja California Sur,0,1,0,2003,0,4,16,64,0,0,1.5506747,4.467475,7.19241,0.43319842
3,84.06777943,0.36227864,Baja California Sur,0,1,0,2004,0,5,25,125,0,0,1.6285455,4.460212,7.2653317,0.4570593
3,84.76033348,0.36227864,Baja California Sur,0,1,0,2005,0,6,36,216,0,0,1.7007881,4.452897,7.3140206,0.48036408
3,85.03575829,0.26563162,Baja California Sur,0,1,0,2006,0,7,49,343,0,0,1.7681615,4.4455276,7.327308,0.51247954
3,85.31118309,0.26563162,Baja California Sur,0,1,0,2007,0,8,64,512,0,0,1.831281,4.4381037,7.351277,0.5435956
3,85.58660789,0.26563162,Baja California Sur,0,1,0,2008,0,9,81,729,0,0,1.8906516,4.430624,7.346181,0.5737726
3,85.86203269,0.26563162,Baja California Sur,0,1,0,2009,0,10,100,1000,0,0,1.9466941,4.423088,7.2836757,0.60306555
3,86.1374575,0.26563162,Baja California Sur,0,1,0,2010,0,11,121,1331,0,0,1.9997618,4.415495,7.253107,0.6315248
3,86.4128823,0.26563162,Baja California Sur,0,1,0,2011,0,12,144,1728,0,0,2.0501547,4.4078436,7.2495317,0.6591965
3,86.6883071,0.3801684,Baja California Sur,0,0,0,2012,0,13,169,2197,0,0,2.0981295,4.400133,7.232131,0.686123
3,86.96373191,0.3801684,Baja California Sur,0,0,0,2013,0,14,196,2744,0,0,2.1439078,4.392363,7.224934,0.71234345
3,87.23915671,0.3801684,Baja California Sur,0,0,0,2014,3,15,225,3375,3,0,2.1876817,4.384532,7.1813765,0.73789394
4,70.98838985,0.27410138,Campeche,1,0,0,2000,0,1,1,1,0,0,2.3146605,4.26662,7.224368,2.737929
4,71.59486701,0.27410138,Campeche,1,0,0,2001,0,2,4,8,0,0,2.3590467,4.256491,7.2115254,2.7088614
4,72.20134417,0.27410138,Campeche,1,0,0,2002,0,3,9,27,0,0,2.4015462,4.2462583,7.288082,2.6789234
4,72.80782133,0.27410138,Campeche,1,0,0,2003,0,4,16,64,0,0,2.442313,4.23592,8.780664,2.6480615
4,73.41429848,0.21072066,Campeche,1,0,0,2004,0,5,25,125,0,0,2.4814825,4.2254734,8.98234,2.6162164
4,74.02077564,0.21072066,Campeche,1,0,0,2005,0,6,36,216,0,0,2.5191755,4.214916,9.083976,2.5833242
4,74.1334109,0.21072066,Campeche,1,0,0,2006,0,7,49,343,0,0,2.5554993,4.204247,9.103899,2.5693836
4,74.24604615,0.21072066,Campeche,1,0,0,2007,0,8,64,512,0,0,2.5905497,4.1934624,9.101551,2.5552459
4,74.35868141,0.21072066,Campeche,1,0,0,2008,0,9,81,729,0,0,2.624413,4.1825604,9.155768,2.5409052
4,74.47131666,0.21072066,Campeche,1,0,0,2009,0,10,100,1000,0,0,2.6571672,4.171538,8.778202,2.5263562
4,74.58395192,0.2942013,Campeche,1,0,0,2010,0,11,121,1331,0,0,2.6888824,4.1603928,8.83964,2.5115924
4,74.69658717,0.2942013,Campeche,1,0,0,2011,0,12,144,1728,0,0,2.7196226,4.149122,8.988798,2.4966073
4,74.80922243,0.2942013,Campeche,1,0,0,2012,0,13,169,2197,0,0,2.749446,4.137723,8.951907,2.481394
4,74.92185769,0.2942013,Campeche,1,0,0,2013,2,14,196,2744,1,0,2.7784054,4.126192,8.835421,2.465946
4,75.03449294,0.2942013,Campeche,1,0,0,2014,0,15,225,3375,7,1,2.80655,4.1145267,8.758872,2.4502554
5,89.41211538,0.44455734,Coahuila,1,0,0,2000,0,1,1,1,0,0,1.6869888,4.4592056,6.9830627,-1.8954958
5,89.53784396,0.44455734,Coahuila,1,0,0,2001,0,2,4,8,0,0,1.7577088,4.453705,6.9603024,-1.7533228
5,89.66357253,0.44455734,Coahuila,1,0,0,2002,0,3,9,27,0,0,1.8237562,4.448174,7.0156775,-1.6288699
5,89.78930111,0.44455734,Coahuila,1,0,0,2003,0,4,16,64,0,0,1.8857102,4.442612,7.2222075,-1.5182053
5,89.91502968,0.44455734,Coahuila,1,0,0,2004,0,5,25,125,0,0,1.9440489,4.4370193,7.2429566,-1.4185762
5,90.04075826,0.44455734,Coahuila,1,0,0,2005,0,6,36,216,0,0,1.9991709,4.431395,7.231696,-1.3279799
5,90.03141391,0.37498087,Coahuila,1,0,0,2006,1,7,49,343,0,0,2.0514126,4.425739,7.2544203,-1.3401669
5,90.02206956,0.37498087,Coahuila,1,0,0,2007,2,8,64,512,0,1,2.10106,4.42005,7.2700496,-1.3525041
5,90.01272521,0.37498087,Coahuila,1,0,0,2008,0,9,81,729,1,2,2.1483586,4.414329,7.273097,-1.3649956
5,90.00338086,0.37498087,Coahuila,1,0,0,2009,0,10,100,1000,1,3,2.193521,4.4085755,7.1235414,-1.377645
5,89.99403651,0.37498087,Coahuila,1,0,0,2010,0,11,121,1331,1,4,2.2367313,4.402788,7.2298937,-1.3904564
5,89.98469216,0.37498087,Coahuila,1,0,0,2011,0,12,144,1728,1,5,2.2781518,4.3969674,7.285427,-1.4034342
5,89.97534781,0.4316761,Coahuila,1,0,0,2012,0,13,169,2197,2,6,2.3179245,4.391113,7.3318496,-1.4165826
5,89.96600346,0.4316761,Coahuila,1,0,0,2013,0,14,196,2744,2,7,2.3561757,4.3852234,7.30174,-1.4299061
5,89.95665911,0.4316761,Coahuila,1,0,0,2014,4,15,225,3375,9,8,2.3930175,4.379299,7.3245544,-1.4434096
6,85.59065435,0.23452406,Colima,1,0,0,2000,0,1,1,1,0,0,0.8875244,4.533119,6.6836677,-0.4455272
6,85.99271729,0.23452406,Colima,1,0,0,2001,0,2,4,8,0,0,0.9963063,4.5287747,6.6546993,-0.4641154
6,86.39478022,0.23452406,Colima,1,0,0,2002,0,3,9,27,0,0,1.0944071,4.5244107,6.6966257,-0.4830557
6,86.79684315,0.23452406,Colima,1,0,0,2003,0,4,16,64,0,0,1.183738,4.520028,6.979862,-0.50236166
6,87.19890609,0.27656728,Colima,1,0,0,2004,0,5,25,125,0,0,1.2657393,4.515626,6.967806,-0.5220477
6,87.60096902,0.27656728,Colima,1,0,0,2005,0,6,36,216,0,0,1.3415229,4.5112042,6.975558,-0.54212904
6,87.83604572,0.27680004,Colima,1,0,0,2006,0,7,49,343,0,0,1.4119657,4.506763,6.9871716,-0.5083165
6,88.07112241,0.27680004,Colima,1,0,0,2007,0,8,64,512,0,0,1.4777713,4.5023017,7.01692,-0.47561002
6,88.30619911,0.27680004,Colima,1,0,0,2008,0,9,81,729,1,0,1.5395126,4.497821,7.0225506,-0.4439394
6,88.5412758,0.27680004,Colima,1,0,0,2009,1,10,100,1000,1,0,1.5976624,4.4933195,6.93736,-0.4132411
6,88.7763525,0.28763124,Colima,1,0,0,2010,0,11,121,1331,1,1,1.652616,4.4887977,6.9405146,-0.38345718
6,89.01142919,0.28763124,Colima,1,0,0,2011,0,12,144,1728,1,2,1.7047063,4.484256,6.9696374,-0.35453478
6,89.24650589,0.28763124,Colima,1,0,0,2012,0,13,169,2197,1,3,1.754217,4.479693,6.987198,-0.32642537
6,89.48158259,0.28763124,Colima,1,0,0,2013,3,14,196,2744,1,4,1.8013917,4.475109,6.9869514,-0.29908457
6,89.71665928,0.28763124,Colima,1,0,0,2014,0,15,225,3375,4,5,1.8464408,4.470504,7.007288,-0.27247146
7,45.70026412,0.3096812,Chiapas,1,0,0,2000,0,1,1,1,0,0,2.4273055,4.156173,5.7978964,3.203373
7,46.10844269,0.2877287,Chiapas,0,0,0,2001,0,2,4,8,0,0,2.4890237,4.149423,5.792262,3.2147741
7,46.51662126,0.2877287,Chiapas,0,0,0,2002,0,3,9,27,0,0,2.5471532,4.1426277,5.829373,3.2260466
7,46.92479982,0.2877287,Chiapas,0,0,0,2003,0,4,16,64,0,0,2.6020887,4.135785,6.1161838,3.2371936
7,47.33297839,0.2877287,Chiapas,0,0,0,2004,0,5,25,125,0,0,2.6541626,4.1288958,6.0881977,3.2482176
7,47.74115696,0.2877287,Chiapas,0,0,0,2005,0,6,36,216,0,0,2.7036588,4.1219587,6.084359,3.2591214
7,47.93819407,0.2877287,Chiapas,0,0,0,2006,0,7,49,343,0,0,2.75082,4.114973,6.11567,3.2679477
7,48.13523118,0.23885635,Chiapas,0,1,0,2007,0,8,64,512,0,0,2.795857,4.107938,6.087861,3.276697
7,48.33226829,0.23885635,Chiapas,0,1,0,2008,0,9,81,729,1,0,2.8389525,4.1008534,6.111272,3.2853703
7,48.52930541,0.23885635,Chiapas,0,1,0,2009,0,10,100,1000,1,0,2.8802676,4.093718,6.057883,3.293969
7,48.72634252,0.23885635,Chiapas,0,1,0,2010,0,11,121,1331,1,0,2.919943,4.0865316,6.112502,3.3024943
7,48.92337963,0.23885635,Chiapas,0,1,0,2011,0,12,144,1728,1,0,2.9581041,4.0792933,6.130654,3.3109477
7,49.12041674,0.23885635,Chiapas,0,1,0,2012,0,13,169,2197,1,0,2.9948626,4.072002,6.1433315,3.3193302
7,49.31745386,0.58435,Chiapas,0,0,0,2013,0,14,196,2744,1,0,3.0303175,4.0646567,6.1122217,3.3276432
7,49.51449097,0.58435,Chiapas,0,0,0,2014,3,15,225,3375,4,0,3.0645583,4.0572577,6.1133833,3.3358874
8,82.52616277,0.28922045,Chihuahua,1,0,0,2000,0,1,1,1,0,0,1.7551173,4.4385223,7.0830226,1.1656773
8,82.91992955,0.28922045,Chihuahua,1,0,0,2001,0,2,4,8,0,0,1.812827,4.4319143,7.0377927,1.177049
8,83.31369633,0.28922045,Chihuahua,1,0,0,2002,0,3,9,27,0,0,1.867387,4.4252625,7.0146503,1.1882929
8,83.70746311,0.28922045,Chihuahua,1,0,0,2003,0,4,16,64,0,0,1.9191238,4.4185658,6.817923,1.1994117
8,84.10122989,0.28922045,Chihuahua,1,0,0,2004,0,5,25,125,0,0,1.968315,4.411824,6.84143,1.2104083
8,84.49499667,0.3578471,Chihuahua,1,0,0,2005,0,6,36,216,0,0,2.0151994,4.4050364,6.865943,1.2212852
8,84.55901325,0.3578471,Chihuahua,1,0,0,2006,0,7,49,343,0,0,2.0599837,4.398203,6.9187374,1.227081
8,84.62302983,0.3578471,Chihuahua,1,0,0,2007,0,8,64,512,1,0,2.1028483,4.3913217,6.938425,1.2328433
8,84.68704641,0.3578471,Chihuahua,1,0,0,2008,0,9,81,729,3,0,2.1439507,4.384393,6.9449854,1.2385725
8,84.75106298,0.3578471,Chihuahua,1,0,0,2009,0,10,100,1000,3,0,2.18343,4.377416,6.856284,1.2442691
8,84.81507956,0.3578471,Chihuahua,1,0,0,2010,0,11,121,1331,3,0,2.2214098,4.3703904,6.859587,1.2499336
8,84.87909614,0.35919735,Chihuahua,1,0,0,2011,0,12,144,1728,3,0,2.258,4.3633146,6.8646274,1.255566
8,84.94311272,0.35919735,Chihuahua,1,0,0,2012,0,13,169,2197,3,0,2.293298,4.356189,6.9289994,1.2611669
8,85.00712929,0.35919735,Chihuahua,1,0,0,2013,3,14,196,2744,3,0,2.3273928,4.3490114,6.949594,1.2667367
8,85.07114587,0.35919735,Chihuahua,1,0,0,2014,0,15,225,3375,7,1,2.3603632,4.3417826,6.9631424,1.2722756
9,99.76386478,0.3529178,Distrito Federal,0,1,2.091749,2000,0,1,1,1,0,0,1.1426986,4.504812,7.637732,0.6050147
9,99.74145235,0.28028113,Distrito Federal,0,1,2.0861404,2001,1,2,4,8,0,0,1.2082465,4.4980993,7.6301594,0.5703413
9,99.71903992,0.28028113,Distrito Federal,0,1,2.0805616,2002,0,3,9,27,0,1,1.2697607,4.4913416,7.696343,0.53442234
9,99.69662749,0.28028113,Distrito Federal,0,1,2.075013,2003,0,4,16,64,0,2,1.3277093,4.4845376,7.645482,0.49716493
9,99.67421506,0.28028113,Distrito Federal,0,1,2.0694933,2004,0,5,25,125,0,3,1.382483,4.477687,7.662382,0.45846558
9,99.65180263,0.28028113,Distrito Federal,0,1,2.0640035,2005,0,6,36,216,0,4,1.4344116,4.470789,7.688182,0.41820803
9,99.6295053,0.28028113,Distrito Federal,0,1,2.0578604,2006,2,7,49,343,0,5,1.4837763,4.4638433,7.719267,0.41877025
9,99.60720797,0.36487448,Distrito Federal,0,1,2.051754,2007,0,8,64,512,0,6,1.5308185,4.456849,7.7385554,0.41933215
9,99.58491064,0.36487448,Distrito Federal,0,1,2.0456836,2008,0,9,81,729,0,7,1.5757465,4.4498057,7.743316,0.4198937
9,99.56261331,0.36487448,Distrito Federal,0,1,2.0396492,2009,4,10,100,1000,0,8,1.6187427,4.4427123,7.708127,0.42045498
9,99.54031598,0.36487448,Distrito Federal,0,1,2.0336502,2010,0,11,121,1331,0,9,1.659966,4.435568,7.7253895,0.42101592
9,99.51801865,0.36487448,Distrito Federal,0,1,2.0276864,2011,0,12,144,1728,0,10,1.6995571,4.4283724,7.739976,0.42157653
9,99.49572132,0.36487448,Distrito Federal,0,1,2.0217574,2012,0,13,169,2197,0,11,1.7376403,4.4211245,7.767368,0.42213687
